"","kml_key","pwsid","pwsname","created","owner","edited","editor","src_key","src_detail","stat_key","verifier","verify_dt","start_dt","end_dt","deriv_from","current","population","connection","locadd","locstreet","loccity","loczip","locstate","county","phone","pws_class","p_m_status"
"1033",1036,"2700503","ASSISI MWC","2011-09-04T11:47:00.033",123,"2011-09-04T11:47:24.883",123,2,"Batch import from http://www.ehib.org/tools/_69/_123/monterey/LPA_Service_Area_Monterey_County.shp.",2,NA,NA,NA,NA,NA,"1","126","42","ASSISI WAY","RALPH LN","SALINAS","93907","CA","MONTEREY","999-999-9999","C","A"
"1034",2719,"5510025","TUD - PHOENIX LAKE PARK","2013-07-16T13:28:29.413",8187,"2013-07-16T13:28:30.667",8187,1,"Uploaded Phoenix_Lake.shp",0,NA,NA,NA,NA,NA,"0","130","55","20356 RESORT ROAD",NA,"SONORA","95370","CA","TUOLUMNE","999-999-9999","C","A"
"1035",2024,"1910011","GSWC - BELL, BELL GARDENS","2012-03-12T10:51:44.850",7368,"2012-04-17T11:07:46.577",7368,1,"Uploaded bell.kml",2,NA,NA,NA,NA,NA,"1","24394","7385","12035 BURKE STREET, #1",NA,"SANTA FE SPRINGS","90670","CA","LOS ANGELES","999-999-9999","C","A"
"1036",1947,"3010062","CITY OF GARDEN GROVE","2012-03-05T17:13:52.983",123,"2012-03-05T17:26:48.680",123,2,"Batch import from http://www.ehib.org/tools/_69/_123/mwdoc/mwdoc.shp.",2,NA,NA,"2012-03-05T00:00:00",NA,NA,"1","172781","34196","13802 NEWHOPE",NA,"GARDEN GROVE","92843","CA","ORANGE","999-999-9999","C","A"
"1037",177,"1900706","CHAMPION WATER MUTUAL","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE downloaded from LA County and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","250","125","Mr. Michael Felix","4730 N. COGSWELL","EL MONTE","91734","CA","LOS ANGELES","999-999-9999","C","A"
"1038",1057,"2700634","CHETMOORE ACRES WA","2011-09-04T11:49:45.283",123,"2011-09-04T11:50:10.187",123,2,"Batch import from http://www.ehib.org/tools/_69/_123/monterey/LPA_Service_Area_Monterey_County.shp.",2,NA,NA,NA,NA,NA,"1","50","25","419 MAHER RD","CHARLES SHELL LN","ROYAL OAKS","95076","CA","MONTEREY","999-999-9999","C","A"
"1039",654,"4310014","CITY OF SUNNYVALE","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE downloaded from CaSIL Private Water Districts (2009) and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","133751","29324","PO BOX 3707",NA,"SUNNYVALE","94088","CA","SANTA CLARA","999-999-9999","C","A"
"1040",1517,"0901239","SAND FLAT CAMPGROUND","2011-10-05T14:46:50.810",3650,"2011-10-05T14:46:54.283",3650,1,"Uploaded SandFlatCampground_901239.kml_drawn_GE_ICE/MF_best_guess_heavily_Forested",0,NA,NA,NA,NA,NA,"0","50","29","HIGHWAY 50-SILVERFORK",NA,"POLLOCK PINES","95726","CA","EL DORADO","999-999-9999","N","A"
"1041",2695,"3710042","SAN DIEGO COUNTY WATER AUTHORITY","2013-06-26T14:58:52.893",8242,"2013-06-26T14:59:32.960",8242,1,"Uploaded SDCWA_Shapefile.shp",2,NA,NA,NA,NA,NA,"1","3140000","104","3211 FIFTH AVE.",NA,"SAN DIEGO","92103","CA","SAN DIEGO","999-999-9999","C","A"
"1042",2574,"1000565","USDA AGRICULTURAL RESEARCH SERVICE","2013-03-05T13:50:32.160",8006,"2013-03-05T13:54:33.597",8006,1,"Created from user-digitized polygon.",2,NA,NA,NA,NA,NA,"1","142","1","9611 S RIVERBEND",NA,"PARLIER","93648","CA","FRESNO","999-999-9999","P","A"
"1043",1231,"2702624","UNI-KOOL WS","2011-09-04T11:51:23.100",123,"2011-09-07T16:27:50.820",123,2,"Batch import from http://www.ehib.org/tools/_69/_123/monterey/LPA_Service_Area_Monterey_County.shp.",2,NA,NA,NA,NA,NA,"1","25","2","ABBOTT & JOHN ST",NA,"SALINAS","93901","CA","MONTEREY","999-999-9999","N","A"
"1044",328,"1910173","WHITTIER-CITY, WATER DEPT.","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE downloaded from LA County and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","48000","11334","13230 E. PENN STREET","12016 E. HADLEY STREET","WHITTIER","90602","CA","LOS ANGELES","999-999-9999","C","A"
"1045",1574,"1000206","HOUGHTON-KEARNEY SCHOOL","2011-10-13T14:13:24.947",3650,"2011-10-13T14:13:21.450",3650,1,"Uploaded HoughtonKearneySchool_1000206.kml_drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","300","4","8905 W KEARNEY",NA,"FRESNO","93706","CA","FRESNO","999-999-9999","P","A"
"1046",2567,"4910019","FORESTVILLE COUNTY WATER DISTRICT","2013-02-27T15:50:25.543",7884,"2013-02-27T15:50:25.760",7884,1,"Uploaded Forestville_CWD.shp. Data recvd from Sonoma County. Uploaded by ICE/JG.",0,NA,NA,NA,NA,NA,"0","2000","909","6530 MIRABEL ROAD",NA,"FORESTVILLE","96436","CA","SONOMA","999-999-9999","C","A"
"1047",10,"0110005","EAST BAY MUD","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE downloaded from CaSIL Federal Water Districts (2009) and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","1300000","386065","375 ELEVENTH STREET",NA,"OAKLAND","94607","CA","ALAMEDA","999-999-9999","C","A"
"1048",383,"2410002","DOS PALOS-CITY","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE downloaded from CaSIL Private Water Districts (2009) and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","5041","2526","1549 OLIVER STREET",NA,"DOS PALOS","93620","CA","MERCED","999-999-9999","C","A"
"1049",922,"0300087","Bantam Cellars Winery","2011-07-25T14:45:06.813",3650,"2011-07-25T14:45:05.890",3650,1,"Uploaded BantamCellarsWinery_300087.kml_Drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","500","1","10851 Shenandoah Rd",NA,"Plymouth","95669","CA","AMADOR","999-999-9999","N","A"
"1050",2991,"1300554","MEADOWS UNION ELEMENTARY SCHOOL","2014-10-29T15:11:56.113",3649,"2014-10-29T15:12:09.990",3649,1,"Created from user-digitized polygon. Drawn by ICE/KT",1,NA,NA,NA,NA,NA,"0","550","1","2059 Bowker Rd","2059 BOWKER RD","EL CENTRO","92243","CA","IMPERIAL","999-999-9999","P","A"
"1051",2881,"3510502","PINNACLES NATIONAL MONUMENT CAMPGROUND","2014-07-24T13:53:14.413",3649,"2014-07-24T13:54:37.790",3649,1,"Created from user-digitized polygon. Drawn by ICE/KT",1,NA,NA,NA,NA,NA,"0","250","54","5000 HIGHWAY 146",NA,"PAICINES","95043","CA","SAN BENITO","999-999-9999","N","A"
"1052",1718,"1210012","RIO DELL, CITY OF","2011-11-01T15:03:50.340",3650,"2011-11-01T15:03:50.707",3650,1,"Uploaded RioDellCityOf_1210012.kml_drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","3174","1213","675 WILDWOOD AVENUE","675 Wildwood Avenue","RIO DELL","95562","CA","HUMBOLDT","999-999-9999","C","A"
"1053",2009,"4010017","GOLDEN STATE WATER COMPANY - LOS OSOS","2012-03-09T16:18:02.353",7368,"2012-04-17T10:59:31.577",7368,1,"Uploaded LosOsos_GoldenStateWaterCompany.shp",2,NA,NA,NA,NA,NA,"1","8831","2676","630 E. FOOTHILL BLVD.","1140 LOS OLIVOS, LOS OSOS 93402","SAN DIMAS","91773","CA","SAN LUIS OBISPO","999-999-9999","C","A"
"1054",2412,"2710008","GREENFIELD, CITY OF","2012-11-14T14:56:20.503",3649,"2012-11-14T15:15:21.923",3649,1,"Created from user-digitized polygon.",1,NA,NA,NA,NA,NA,"0","17547","3469","45 EL CAMINO REAL",NA,"GREENFIELD","93927","CA","MONTEREY","999-999-9999","C","A"
"1055",215,"1910028","CRESCENTA VALLEY CWD","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE downloaded from LA County and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","35000","8170","2700 FOOTHILL BLVD.",NA,"LA CRESCENTA","91214","CA","LOS ANGELES","999-999-9999","C","A"
"1056",1087,"2700853","COLOR SPOT NURSERY WS #01","2011-09-04T11:50:03.237",123,"2011-09-04T11:50:28.133",123,2,"Batch import from http://www.ehib.org/tools/_69/_123/monterey/LPA_Service_Area_Monterey_County.shp.",2,NA,NA,NA,NA,NA,"1","200","4","420 ESPINOSA RD","HWY 101","SALINAS","93907","CA","MONTEREY","999-999-9999","P","A"
"1057",1715,"1200715","CALIFORNIA REDWOOD CO. - KORBEL","2011-11-01T12:05:50.567",3650,"2011-11-01T12:05:50.827",3650,1,"Uploaded CaliforniaRedwoodCoKorbel_1200715.kml_drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","250","16","POB 68","1165 Maple Creek Rd.","KORBEL","95550","CA","HUMBOLDT","999-999-9999","C","A"
"1058",942,"0400020","PLEASANT GROVE MHP","2011-07-26T15:29:11.720",3650,"2011-07-26T15:29:11.497",3650,1,"Uploaded PleasantGroveMHP_400020.kml_Drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","327","88","6986 Lincoln Blvd","6986 LINCOLN BLVD","OROVILLE","95965","CA","BUTTE","999-999-9999","C","A"
"1059",1631,"1000362","GOLDEN STATE VINTNERS F","2011-10-18T15:48:27.320",3650,"2011-10-18T15:48:24.653",3650,1,"Uploaded GoldenStateVintnersF_1000362.kml_drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","40","1","7409 W CENTRAL",NA,"FRESNO","93706","CA","FRESNO","999-999-9999","P","A"
"1060",1061,"2700669","ORCHARD LN WS #02","2011-09-04T11:49:47.807",123,"2011-09-04T11:50:12.700",123,2,"Batch import from http://www.ehib.org/tools/_69/_123/monterey/LPA_Service_Area_Monterey_County.shp.",2,NA,NA,NA,NA,NA,"1","32","16","ORCHARD LN","HWY 101","SALINAS","93907","CA","MONTEREY","999-999-9999","C","A"
"1061",2453,"1400505","Glacier Lodge","2012-12-05T19:21:37.147",3750,"2012-12-05T19:24:24.227",3750,1,"Created from user-digitized polygon.",2,NA,NA,NA,NA,NA,"1","50","19",NA,NA,"Big Pine","93513","CA","INYO","999-999-9999","N","A"
"1062",1667,"3710005","CARLSBAD MWD","2011-10-25T14:23:04.780",123,"2011-10-25T14:23:01.403",123,2,"Batch import from http://www.ehib.org/tools/_69/_123/San_Diego_Water_District_CWA/Water_District_CWA.shp.",2,NA,NA,NA,"2012-03-18T16:23:00",NA,"0","80800","27992","5950 EL CAMINO REAL",NA,"CARLSBAD","92008","CA","SAN DIEGO","999-999-9999","C","A"
"1063",1728,"1300622","SPORTSMANS PARADISE","2011-11-02T16:18:24.973",3650,"2011-11-02T16:18:26.177",3650,1,"Uploaded SportsmansParadise_1300622.kml_drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","60","30","151 Anchor Ave","151 ANCHOR AVE","PALO VERDE","92266","CA","IMPERIAL","999-999-9999","C","A"
"1064",2091,"1910126","POMONA - CITY, WATER DEPT.","2012-03-22T10:55:53.067",7312,"2012-03-22T15:43:26.757",7312,1,"Carried over from service area having end date 2012-03-21 10:55:53.63.",2,NA,NA,"2012-03-22T00:00:00",NA,2090,"1","149058","29464","148 N. HUNTINGTON STREET","P.O. BOX 660","POMONA","91769","CA","LOS ANGELES","999-999-9999","C","A"
"1065",2096,"3710318","SAN PASQUAL BATTLEFIELD STATE PARK","2012-03-26T07:33:29.993",5387,"2012-03-26T07:34:27.173",5387,1,"Created from user-digitized polygon.",2,NA,NA,"2012-03-26T00:00:00","2012-06-30T00:00:00",NA,"1","25","6","16666 SAN PASQUAL RD.","4477 Pacific Highway, SD, CA 92110","ESCONDIDO","92027","CA","SAN DIEGO","999-999-9999","N","A"
"1066",1508,"0900653","SKI RUN MANAGEMENT COMPANY","2011-10-05T10:54:52.443",3650,"2011-10-05T10:54:55.780",3650,1,"Uploaded SkiRunManagementCompany_900653.kml_drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","25","10","1144 SKI RUN BLVD","BIRCH STREET","SOUTH LAKE TAHOE","96150","CA","EL DORADO","999-999-9999","N","A"
"1067",1192,"2702327","SOUTH COAST CENTER WS","2011-09-04T11:51:00.840",123,"2011-09-04T11:51:25.740",123,2,"Batch import from http://www.ehib.org/tools/_69/_123/monterey/LPA_Service_Area_Monterey_County.shp.",2,NA,NA,NA,NA,NA,"1","40","1","HWY 1",NA,"BIG SUR","93920","CA","MONTEREY","999-999-9999","P","A"
"1068",502,"3410005","RANCHO MURIETA COMMUNITY SERVI","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE downloaded from SACOG (2009) and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","4193","2614","P.O. BOX 1050",NA,"RANCHO MURIETA","95683","CA","SACRAMENTO","999-999-9999","C","A"
"1069",853,"0400037","HARMONY MOBILE HOME PARK","2011-06-27T15:20:25.693",3649,"2011-06-27T15:20:24.343",3649,1,"Uploaded HarmonyMHP_400037.kml; drawn in GE; uploaded by ICE/KT",0,NA,NA,NA,NA,NA,"0","55","30","HARMONY MOBILE HOME PARK","1564 NORD AVE","CHICO","95926","CA","BUTTE","999-999-9999","C","A"
"1070",989,"1500290","EDGEMONT ACRES MUTUAL WATER COMPANY","2011-07-29T15:00:46.927",3649,"2011-07-29T15:00:48.173",3649,1,"Uploaded EdgemontAcresMWC_1500290.kml;drawn in GE, uploaded by ICE/KT",0,NA,NA,NA,NA,NA,"0","400","148","P.O. BOX 966","16638 VISTA DEL ORO, NORTH EDWARDS","NORTH EDWARDS","93523","CA","KERN","999-999-9999","C","A"
"1071",579,"3910003","ESCALON, CITY OF","2009-06-30T00:00:00",123,"2012-03-16T14:07:57.910",5749,2,"ICE downloaded from CaSIL Private Water Districts (2009) and linked to PICME pwsid",2,NA,NA,NA,NA,NA,"1","7137","2390","1854 MAIN STREET,P.O. BOX 248",NA,"ESCALON","95320","CA","SAN JOAQUIN","999-999-9999","C","A"
"1072",361,"2110004","STINSON BEACH COUNTY WTR DIST","2009-06-30T00:00:00",123,"2013-02-16T21:02:00",123,2,"ICE downloaded from CaSIL Private Water Districts (2009) and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","1500","721","3785 SHORELINE HIGHWAY","PO Box 245","STINSON BEACH","94970","CA","MARIN","999-999-9999","C","A"
"1073",419,"2900523","WASHINGTON WATER DISTRICT","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE downloaded from CaSIL State Water Districts (2009) and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","250","130","SOUTH YUBA RIVER AT LITTLE CLIPPER CREEK","PO BOX 34 WASHINGTON CA 95986","WASHINGTON","95986","CA","NEVADA","999-999-9999","C","A"
"1074",1423,"0800652","SHANGRI-LA TRAILER COURT","2011-09-29T16:13:25.057",3650,"2011-09-29T16:13:23.690",3650,1,"Uploaded ShangriLaTrailerCourt_800652.kml_drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","170","81","1130 HIGHWAY 101 NORTH",NA,"CRESCENT CITY","95531","CA","DEL NORTE","999-999-9999","C","A"
"1075",444,"3110008","CITY OF ROSEVILLE","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE downloaded from SACOG (2009) and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","119000","39492","316 VERNON STREET",NA,"ROSEVILLE","95678","CA","PLACER","999-999-9999","C","A"
"1076",1477,"0900554","VAGABOND INN","2011-10-04T10:48:55.617",3650,"2011-10-04T10:48:58.147",3650,1,"Uploaded VagabondInn_900554.kml_drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","30","36","3892 LAKE TAHOE BLVD",NA,"SOUTH LAKE TAHOE","96150","CA","EL DORADO","999-999-9999","N","A"
"1077",2074,"1910301","ANTELOPE VALLEY INDIAN MUSEUM STATE PARK","2012-03-21T14:32:49.830",6806,"2012-03-21T14:45:45.637",6806,1,"Created from user-digitized polygon.",2,NA,NA,"2012-03-21T00:00:00","2013-03-21T00:00:00",NA,"0","3","6","15701 EAST AVE. M","43779 15TH ST. WEST, LANCASTER, CA 93534","LANCASTER","93535","CA","LOS ANGELES","999-999-9999","N","I"
"1078",475,"3310017","SOUTH MESA WC","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE downloaded from CaSIL Private Water Districts (2009) and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","8900","2983","P.O. BOX 458","391 West Avenue L","CALIMESA","92320","CA","RIVERSIDE","999-999-9999","C","A"
"1079",1702,"1100436","T&J MOBILEHOME PARK","2011-10-28T16:24:21.083",3650,"2011-10-28T16:24:20.440",3650,1,"Uploaded TandJMobilehomePark_1100436.kml_drawn_GE_ICE/MF_replaced_&_with_and",0,NA,NA,NA,NA,NA,"0","150","84","ROADS 200 & 12, #216",NA,"ORLAND","95963","CA","GLENN","999-999-9999","C","A"
"1080",1050,"2700589","GLENN AVE WS #01","2011-09-04T11:49:40.517",123,"2011-09-04T11:50:05.417",123,2,"Batch import from http://www.ehib.org/tools/_69/_123/monterey/LPA_Service_Area_Monterey_County.shp.",2,NA,NA,NA,NA,NA,"1","78","26","ECHO VALLEY RD","GLENN AVE/POPE DR","SALINAS","93907","CA","MONTEREY","999-999-9999","C","A"
"1081",1421,"0800632","KLAMATH RIVER RV PARK","2011-09-29T15:43:32.930",3650,"2011-09-29T15:43:31.597",3650,1,"Uploaded KlamathRiverRVPark_800632.kml_drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","50","1","P.O. BOX 656","700 W Klamath Beach Rd.","KLAMATH","95548","CA","DEL NORTE","999-999-9999","N","A"
"1082",1889,"0510003","ANGELS, CITY OF","2012-02-24T13:49:06.443",7047,"2012-02-27T14:10:14.300",7047,1,"Created from user-digitized polygon.",2,NA,NA,NA,NA,NA,"1","3441","1773","P.O. BOX 667",NA,"ANGELS CAMP","95222","CA","CALAVERAS","999-999-9999","C","A"
"1083",1185,"2702268","NEW CAMALDOLI HERMITAGE WS","2011-09-04T11:50:57.713",123,"2011-09-04T11:51:22.623",123,2,"Batch import from http://www.ehib.org/tools/_69/_123/monterey/LPA_Service_Area_Monterey_County.shp.",2,NA,NA,NA,NA,NA,"1","25","25","HWY 1",NA,"BIG SUR","93920","CA","MONTEREY","999-999-9999","P","A"
"1084",1559,"1000182","BURREL UNION ELEMENTARY SCHOOL","2011-10-12T16:53:11.120",3650,"2012-03-28T22:53:47.330",7535,1,"Uploaded BurrelUnionElementarySchool_1000182.kml_drawn_GE_ICE/MF",2,NA,NA,NA,"2012-03-27T22:54:00",NA,"0","120","9","16704 S JAMESON AVE",NA,"BURREL","93607","CA","FRESNO","999-999-9999","P","A"
"1085",893,"0202512","SORENSON S RESORT","2011-07-20T14:19:28.813",3650,"2011-07-20T14:19:25.343",3650,1,"Uploaded SorensonsResort_202512.kml_Drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","25","28","14255 HWY 88",NA,"HOPE VALLEY","96120","CA","ALPINE","999-999-9999","N","A"
"1086",833,"0707615","DOUBLETREE RANCH WATER SYSTEM","2011-06-15T14:21:06.543",3649,"2011-06-15T14:21:05.953",3649,1,"Uploaded C0707615_DoubleTree_Ranch.kml; polygon drawn in Google Earth, MCommdatore",0,NA,NA,NA,NA,NA,"0","49","18","MORGAN TERRITORY RD",NA,"LIVERMORE","94550","CA","CONTRA COSTA","999-999-9999","C","A"
"1087",487,"3310040","FERN VALLEY WD","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE downloaded from CaSIL Private Water Districts (2009) and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","2500","1178","P.O. BOX 3039","55-790 S. Circle Drive","IDYLLWILD","92549","CA","RIVERSIDE","999-999-9999","C","A"
"1088",1766,"1500511","V.R. S TRAILER PARK","2011-12-09T15:56:58.710",3650,"2011-12-09T15:56:59.690",3650,1,"Uploaded VRsTrailerPark_1500511.kml_drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","30","27","5001 W. FLORIDA AVE. SPACE 211","785 Tucker Road, G-175","TEHACHAPI","93561","CA","KERN","999-999-9999","C","A"
"1089",2707,"1510028","MIL POTRERO MWC","2013-07-09T16:30:14.250",8187,"2013-07-09T16:30:32.687",8187,1,"Uploaded Mil_Potrero_MWC_1510028.shp",1,NA,NA,NA,NA,NA,"0","1800","2310","P O BOX W",NA,"PINE MOUNTAIN CLUB","93222","CA","KERN","999-999-9999","C","A"
"1090",1800,"1800524","LASSEN MOBILE HOME PARK","2012-01-04T15:26:18.250",3650,"2012-01-04T15:26:19.053",3650,1,"Uploaded LassenMobileHomePark_1800524.kml_drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","62","30","704-550 BANGHAM LANE","#250, Located in Downtown Johnstonville","SUSANVILLE","96130","CA","LASSEN","999-999-9999","C","A"
"1091",1439,"0900108","GOLD COUNTRY BAPTIST CHURCH","2011-09-30T15:55:51.930",3650,"2011-09-30T15:55:49.697",3650,1,"Uploaded GoldCountryBaptistChurch_900108.kml_drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","275","2","3800 NORTH SHINGLE RD",NA,"SHINGLE SPRINGS","95682","CA","EL DORADO","999-999-9999","N","A"
"1092",555,"3610036","CITY OF CHINO HILLS","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE downloaded from CaSIL Private Water Districts (2009) and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","78971","21319","14000 Civic Center Dr.",NA,"CHINO HILLS","91709","CA","SAN BERNARDINO","999-999-9999","C","A"
"1093",461,"3210005","GRAEAGLE WATER COMPANY","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE received from Plumas County and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","850","897","7483 HIGHWAY 89",NA,"GRAEAGLE","96103","CA","PLUMAS","999-999-9999","C","A"
"1094",1899,"5610017","VENTURA WATER DEPARTMENT","2012-02-28T11:50:02.007",7054,"2012-03-05T13:56:38.263",7054,1,"Created from user-digitized polygon.",2,NA,NA,"2012-03-05T00:00:00","2012-04-05T00:00:00",NA,"0","113478","31630","P.O. BOX 99","501 W. Poli Street","VENTURA","93002","CA","VENTURA","999-999-9999","C","A"
"1095",1649,"1000440","HMC GROUP COLD STORAGE, THE","2011-10-24T13:26:08.910",3650,"2011-10-24T13:26:05.143",3650,1,"Uploaded HMCGroupColdStorageThe_1000440.kml_drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","75","1","13138 S BETHEL",NA,"KINGSBURG","93631","CA","FRESNO","999-999-9999","P","A"
"1096",325,"1910167","VERNON-CITY, WATER DEPT.","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE downloaded from CaSIL Private Water Districts (2009) and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","45000","1044","4305 SANTA FE AVENUE",NA,"VERNON","90058","CA","LOS ANGELES","999-999-9999","C","A"
"1097",2248,"5400670","TRIPLE R MUTUAL WATER CO","2012-08-22T15:38:14.803",123,"2012-08-22T15:38:15.870",123,2,"Batch import from Tu_AllPolygons.shp; Source: Carolina Balazs, PhD (2012)",2,NA,NA,NA,NA,NA,"1","400","130","CATTLE DR & PALOMINO DR",NA,"PORTERVILLE","93257","CA","TULARE","999-999-9999","C","A"
"1098",2614,"1400044","Panamint Springs Resort","2013-04-03T13:48:34.733",3750,"2013-04-03T13:50:29.243",3750,1,"Created from user-digitized polygon.",2,NA,NA,NA,NA,NA,"1","200","10",NA,"Hwy 190","Darwin","93522","CA","INYO","999-999-9999","N","A"
"1099",1070,"2700706","QUEEN MOTEL WS","2011-09-04T11:49:52.970",123,"2011-09-04T11:50:17.870",123,2,"Batch import from http://www.ehib.org/tools/_69/_123/monterey/LPA_Service_Area_Monterey_County.shp.",2,NA,NA,NA,NA,NA,"1","250","70","702 S FIRST ST","DIVISION ST","KING CITY","93930","CA","MONTEREY","999-999-9999","C","A"
"1100",1092,"2700992","MILLER S LODGE WS","2011-09-04T11:50:06.040",123,"2011-09-04T11:50:30.943",123,2,"Batch import from http://www.ehib.org/tools/_69/_123/monterey/LPA_Service_Area_Monterey_County.shp.",2,NA,NA,NA,NA,NA,"1","150","51","46325 ARROYO SECO RD","CENTRAL AVE","GREENFIELD","93927","CA","MONTEREY","999-999-9999","C","A"
"1101",1361,"0707523","FLAMINGO MOBILE MANOR","2011-09-26T16:52:17.860",3650,"2011-09-26T16:52:15.603",3650,1,"Uploaded FlamingoMobileManor_707523.kml_Drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","200","80","4400 GATEWAY RD",NA,"BETHEL ISLAND","94511","CA","CONTRA COSTA","999-999-9999","C","A"
"1102",1354,"4110028","PILLAR RIDGE MHP (FORMER EL GRANADA MHP)","2011-09-26T11:52:40.687",3649,"2011-09-26T11:52:38.363",3649,1,"Uploaded PillarRidgeMHP_4110028.kml; drawn in GE, uploaded by ICE/KT",0,NA,NA,NA,NA,NA,"0","1000","228","164 CULEBRA",NA,"MOSS BEACH","94038","CA","SAN MATEO","999-999-9999","C","A"
"1103",409,"2800526","NAPA COUNTY PUBLIC WORKS-LBRID","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE downloaded from CaSIL Federal (?) Water Districts (2009) and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","500","179","2446 STAGECOACH CANYON ROAD",NA,"POPE VALLEY","94567","CA","NAPA","999-999-9999","C","A"
"1104",1699,"1100254","VOYLES TRAILER PARK","2011-10-27T17:23:50.240",3650,"2011-10-27T17:23:48.787",3650,1,"Uploaded VoylesTrailerPark_1100254.kml_drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","15","15","904 N. BUTTE STREET","#15","WILLOWS","95988","CA","GLENN","999-999-9999","C","A"
"1105",430,"3010041","CITY OF SEAL BEACH","2009-06-30T00:00:00",123,"2012-03-05T17:24:39.963",123,2,"ICE downloaded from CaSIL Private Water Districts (2009) and linked to PICME pwsid",1,NA,NA,NA,"2012-03-04T00:00:00",NA,"0","24157","5277","211 EIGHTH STREET",NA,"SEAL BEACH","90740","CA","ORANGE","999-999-9999","C","A"
"1106",2671,"2000573","THE VILLAGE","2013-06-06T16:31:59.753",8187,"2013-06-06T16:35:52.377",8187,1,"Created from user-digitized polygon.",1,NA,NA,NA,NA,NA,"0","40","21","46777 OONAY NATION RD",NA,"COARSEGOLD","93614","CA","MADERA","999-999-9999","C","A"
"1107",2195,"5601134","ELKINS RANCH","2012-06-06T00:03:35.467",7542,"2012-06-06T00:05:22.423",7542,1,"Created from user-digitized polygon.",2,NA,NA,NA,NA,NA,"1","150","43","P.O. BOX 695","S. FILLMORE BALCOM CANYON RD","FILLMORE","93016","CA","VENTURA","999-999-9999","C","A"
"1108",2559,"1500341","SIERRA BELLA MUTUAL WATER COMPANY","2013-02-26T11:40:44.487",7971,"2013-02-26T13:14:52.197",7971,1,"Created from user-digitized polygon.",2,NA,NA,NA,NA,NA,"1","60","126","1710 ALTA SIERRA ROAD","__NR GREENHORN SUMMIT","WOFFORD HEIGHTS","93285","CA","KERN","999-999-9999","C","A"
