"","OBJECTID","PWSID","POPSV_R","PWSName","BoundarySo","WaterUsed","coords.x1","coords.x2","optional"
"1394",1394,"3000827",450,"VILLA CAPRI MOBILE ESTATES","Approx","Ground",174894.027100001,-469786.8729,TRUE
"1395",1395,"3910002",1851,"SAN JOAQUIN COUNTY - COLONIAL HEIGHTS","Approx","Both",-163430.835999999,-22681.6675000004,TRUE
"1396",1396,"0103040",100,"NORRIS CANYON PROPERTY OWNERS ASSN.","WBT","Ground",-178406.006100001,-29442.8784999996,TRUE
"1397",1397,"0103041",240,"TRAILER HAVEN MOBILEHOME PARK","WBT","Ground",-188979.001499999,-31353.9535000008,TRUE
"1398",1398,"0110001",328325,"ALAMEDA COUNTY WATER DISTRICT","WBT","Both",-175691.501,-50528.6197999995,TRUE
"1399",1399,"0110003",55800,"CALIFORNIA WATER SERVICE - LIVERMORE","WBT","Both",-154869.651699999,-36672.3331000004,TRUE
"1400",1400,"0110005",1300000,"EAST BAY MUD","WBT","Surface",-197448.274900001,-5959.78790000081,TRUE
"1401",1401,"0110006",146398,"CITY OF HAYWARD","WBT","Both",-183298.571799999,-38959.5124999993,TRUE
"1402",1402,"0110008",70600,"CITY OF PLEASANTON","WBT","Both",-165285.404899999,-37452.4491000008,TRUE
"1403",1403,"0110010",40,"ZONE 7 WATER AGENCY","WBT","Both",-164382.4077,-35224.3311000001,TRUE
"1404",1404,"0110012",450,"TOWN OF SUNOL-SFPUC","WBT","Surface",-163847.3127,-43766.1516999993,TRUE
"1405",1405,"0202522",70,"SIERRA PINES MOBILE HOME PARK","WBT","Ground",-93179.5188999996,133444.4614,TRUE
"1406",1406,"0210001",2650,"LAKE ALPINE WATER COMPANY","WBT","Both",-3849.95430000126,50293.2325999998,TRUE
"1407",1407,"0300011",40,"Melody Oaks Trailer Park","WBT","Ground",-65409.9384999983,38470.8036000002,TRUE
"1408",1408,"0300016",160,"Volcano Community Service Dist","WBT","Both",-54930.4681000002,47661.0216000006,TRUE
"1409",1409,"0300024",80,"Tabeau Mobile Home Park","WBT","Ground",-56415.9858000018,43624.5002999995,TRUE
"1410",1410,"0300037",100,"Lake Amador Recreation Area","WBT","Surface",-77878.5472000018,32217.7122000009,TRUE
"1411",1411,"0300053",34,"Rancho Del Oro MHP","WBT","Ground",-74847.2245999984,51997.0288999993,TRUE
"1412",1412,"0310008",255,"CAMANCHE NORTH SHORE INC.","WBT","Ground",-82585.9552999996,24855.3633999992,TRUE
"1413",1413,"0310020",600,"THE OAKS MOBILE HOME PARK","WBT","Surface",-80166.4112000018,31410.9570000004,TRUE
"1414",1414,"0310021",2386,"AMADOR COUNTY SERVICE AREA #3/UNIT 6","WBT","Ground",-68700.1675999984,40918.4463,TRUE
"1415",1415,"0400001",150,"YOUTH WITH A MISSION","WBT","Ground",-152107.4386,203919.2313,TRUE
"1416",1416,"0400004",92,"FOREST RANCH MUTUAL WATER SYS","WBT","Ground",-144138.270199999,207837.965299999,TRUE
"1417",1417,"0400019",74,"PACIFIC HEIGHTS MHP","WBT","Ground",-135665.6065,162823.4603,TRUE
"1418",1418,"0400020",327,"PLEASANT GROVE MHP","WBT","Ground",-133564.645199999,159684.2105,TRUE
"1419",1419,"0400021",20,"ROBINSON S CORNER MHP","WBT","Ground",-138512.9669,151152.7029,TRUE
"1420",1420,"0400023",86,"GOLDEN OAKS MOBILE ESTATES","WBT","Ground",-138204.4114,157803.490800001,TRUE
"1421",1421,"0400025",76,"SUNDOWN MOBILE HOME PARK","WBT","Ground",-137597.098099999,165970.3598,TRUE
"1422",1422,"0400026",50,"MEADOWBROOK OAKS","WBT","Ground",-136540.3499,181773.4147,TRUE
"1423",1423,"0400027",180,"FOOTHILL MOBILE HOME PARK","WBT","Ground",-139578.696900001,183879.475099999,TRUE
"1424",1424,"0400028",85,"BIG BEND MOBILEHOME PARK","WBT","Ground",-127924.824000001,190648.076400001,TRUE
"1425",1425,"0400030",275,"GOLDEN FEATHER MHP","WBT","Ground",-135892.161,165670.8957,TRUE
"1426",1426,"0400036",230,"MOUNTAIN VIEW MOBILE ACRES MHP LLC","WBT","Ground",-160253.7783,196538.2982,TRUE
"1427",1427,"0400037",55,"HARMONY MOBILE HOME PARK","WBT","Ground",-159776.285800001,192620.107100001,TRUE
"1428",1428,"0400040",250,"ALMOND GROVE MOBILE PARK","WBT","Ground",-159055.484200001,195860.677100001,TRUE
"1429",1429,"0400042",34,"FOREST VILLAGE LLC","WBT","Ground",-143241.149599999,207906.8377,TRUE
"1430",1430,"0400045",20,"COHASSET MOBILE ESTATES","WBT","Ground",-149512.609999999,210131.089500001,TRUE
"1431",1431,"0400046",70,"PONDEROSA MOBILE ESTATES","WBT","Ground",-135055.726399999,196791.1371,TRUE
"1432",1432,"0400049",100,"BUTTE CREEK MHP","WBT","Ground",-143836.2171,192934.2721,TRUE
"1433",1433,"0400051",50,"DINGERVILLE USA PARK","WBT","Ground",-138007.9289,159634.198799999,TRUE
"1434",1434,"0400058",32,"RANCHO VILLA MOBILE ACRES","WBT","Ground",-145202.4038,149239.407,TRUE
"1435",1435,"0400081",12,"FEATHER RIDGE ESTATES WATER CO","WBT","Ground",-124935.864700001,180996.5836,TRUE
"1436",1436,"0400091",25,"BUZZTAIL COMMUNITY SERVICE DISTRICT","WBT","Ground",-144434.171700001,197372.5382,TRUE
"1437",1437,"0410001",1805,"CITY OF BIGGS","WBT","Ground",-150983.9748,151850.5787,TRUE
"1438",1438,"0410002",97274,"CAL-WATER SERVICE CO.-CHICO","WBT","Ground",-157157.3879,193444.9179,TRUE
"1439",1439,"0410003",1558,"DURHAM IRRIGATION DISTRICT","WBT","Ground",-154745.5341,182436.489600001,TRUE
"1440",1440,"0410004",6403,"CITY OF GRIDLEY","WBT","Ground",-146098.476,150897.351299999,TRUE
"1441",1441,"0410005",9427,"CAL-WATER SERVICE CO.-OROVILLE","WBT","Both",-133769.597100001,166013.200300001,TRUE
"1442",1442,"0410006",22348,"SFWP-MINERS RANCH","WBT","Both",-127173.414000001,159845.6501,TRUE
"1443",1443,"0410007",26299,"PARADISE IRRIGATION DISTRICT","WBT","Both",-136001.2752,194830.9684,TRUE
"1444",1444,"0410008",9513,"THERMALITO WATER & SEWER DISTRICT","WBT","Both",-136485.4836,170969.3071,TRUE
"1445",1445,"0410009",707,"DEL ORO WATER CO.-MAGALIA","WBT","Ground",-135291.2457,199957.0447,TRUE
"1446",1446,"0410016",640,"MEADOWS MOBILE HOME PARK","WBT","Ground",-160508.340399999,197406.971899999,TRUE
"1447",1447,"0410017",692,"DEL ORO WATER CO.-LIME SADDLE","WBT","Both",-134723.5524,187669.8748,TRUE
"1448",1448,"0500068",99,"DUNROVIN MOBILE HOME VILLAGE","WBT","Ground",-47107.7226999998,41245.1866999995,TRUE
"1449",1449,"0500075",24,"LAKESIDE MOBILE ESTATES","WBT","Ground",-44301.5179999992,32892.6483999994,TRUE
"1450",1450,"0500091",150,"RITE OF PASSAGE/SIERRA RIDGE","WBT","Both",-46990.8757000007,17470.0705999993,TRUE
"1451",1451,"0510002",4758,"CALAVERAS PUD","WBT","Surface",-60492.1416999996,27367.2762000002,TRUE
"1452",1452,"0510003",3441,"ANGELS, CITY OF","WBT","Surface",-48523.5645999983,6522.14189999923,TRUE
"1453",1453,"0510010",900,"VALLEY SPRINGS PUD","WBT","Ground",-72432.7457000017,19986.3399999999,TRUE
"1454",1454,"0600005",200,"COLUSA CO. SERVICE AREA #2-STONYFORD","WBT","Ground",-219199.5112,153382.713099999,TRUE
"1455",1455,"0600008",500,"COLUSA CO. W.D. #1 - GRIMES","WBT","Ground",-163816.2524,118934.883099999,TRUE
"1456",1456,"0600011",182,"DEL ORO WATER CO.-WALNUT RANCH","WBT","Ground",-173877.586200001,132324.2104,TRUE
"1457",1457,"0600012",120,"COLUSA CO. SERVICE AREA #1-CENTURY RANCH","WBT","Ground",-217516.690099999,146254.593499999,TRUE
"1458",1458,"0600013",356,"PRINCETON WATER DISTRICT","WBT","Ground",-173098.420600001,156015.399700001,TRUE
"1459",1459,"0610001",2300,"ARBUCKLE PUBLIC UTILITY DISTRICT","WBT","Ground",-178194.7081,113279.9059,TRUE
"1460",1460,"0610002",5625,"CITY OF COLUSA","WBT","Ground",-173438.787,134117.4636,TRUE
"1461",1461,"0610003",1323,"MAXWELL PUBLIC UTILITY DISTRICT","WBT","Ground",-189064.0813,142294.262599999,TRUE
"1462",1462,"0610004",5250,"CITY OF WILLIAMS","WBT","Ground",-185529.486300001,128521.0933,TRUE
"1463",1463,"0707507",380,"WILLOW PARK MARINA","WBT","Ground",-143008.8651,330.291400000453,TRUE
"1464",1464,"0707523",200,"FLAMINGO MOBILE MANOR","WBT","Ground",-141498.7106,1560.85190000013,TRUE
"1465",1465,"0707545",350,"ORWOOD RESORT","WBT","Ground",-141502.6252,-7457.16009999998,TRUE
"1466",1466,"0707553",216,"RIVERVIEW MOBILE HOMES","WBT","Ground",-168351.9912,2936.09109999985,TRUE
"1467",1467,"0707556",160,"SANDMOUND MUTUAL","WBT","Ground",-143148.613600001,696.456399999559,TRUE
"1468",1468,"0707569",168,"ANGLERS SUBDIVISION 4","WBT","Ground",-144800.033500001,1582.96680000052,TRUE
"1469",1469,"0707574",300,"SANTIAGO ISLAND VILLAGE","WBT","Ground",-143192.570900001,1904.68319999985,TRUE
"1470",1470,"0707575",290,"FRANKS MARINA","WBT","Ground",-136301.829700001,1372.88030000031,TRUE
"1471",1471,"0707588",156,"BIG OAK MOBILE HOME PARK WATER","WBT","Ground",-149044.7752,-1423.3730999995,TRUE
"1472",1472,"0707597",94,"SANDY POINT MOBILE HOME PARK","WBT","Ground",-142864.158399999,95.2818999998271,TRUE
"1473",1473,"0707598",210,"CAMINO MOBILEHOME","WBT","Ground",-144316.9177,-14577.6393999998,TRUE
"1474",1474,"0707601",110,"RUSSOS MOBILE PARK","WBT","Ground",-142085.589400001,2928.00610000081,TRUE
"1475",1475,"0707602",45,"BEACON WEST","WBT","Ground",-142383.1646,3339.63489999995,TRUE
"1476",1476,"0707608",75,"MARINA MOBILE MANOR","WBT","Both",-143407.664999999,525.224899999797,TRUE
"1477",1477,"0707613",350,"WILLOW MOBILE HOME PARK","WBT","Ground",-142849.4241,3641.37649999931,TRUE
"1478",1478,"0707615",49,"DOUBLETREE RANCH WATER SYSTEM","WBT","Ground",-156980.914100001,-25784.4905999992,TRUE
"1479",1479,"0710001",103833,"CITY OF ANTIOCH","WBT","Surface",-157450.868799999,-2547.0943,TRUE
"1480",1480,"0710002",16319,"GOLDEN STATE WATER COMPANY - BAY POINT","WBT","Both",-171566.280400001,3157.80920000002,TRUE
"1481",1481,"0710003",201732,"CONTRA COSTA WATER DISTRICT","WBT","Both",-170577.619999999,-7203.32809999958,TRUE
"1482",1482,"0710004",52575,"CITY OF BRENTWOOD","WBT","Both",-150723.574100001,-8180.50180000067,TRUE
"1483",1483,"0710006",35375,"CITY OF MARTINEZ","WBT","Surface",-186131.682499999,-1347.08850000054,TRUE
"1484",1484,"0710007",36014,"DIABLO WATER DISTRICT","WBT","Both",-148938.544199999,-1671.03299999982,TRUE
"1485",1485,"0710008",62500,"CITY OF PITTSBURG","WBT","Both",-166994.926899999,1319.36690000072,TRUE
"1486",1486,"0710009",15500,"TOWN OF DISCOVERY BAY","WBT","Ground",-140977.5266,-10903.2235000003,TRUE
"1487",1487,"0710010",1,"RANDALL-BOLD WATER TREATMENT PLANT","WBT","Surface",-150290.614,2201.39010000043,TRUE
"1488",1488,"0710300",11,"MOUNT DIABLO STATE PARK","WBT","Ground",-168246.186100001,-14732.7580999993,TRUE
"1489",1489,"0800526",200,"REDWOOD PARK C.S.D.","WBT","Ground",-339784.2414,402364.414100001,TRUE
"1490",1490,"0800548",100,"KLAMATH C.S.D.","WBT","Ground",-337534.9968,397529.877499999,TRUE
"1491",1491,"0800552",250,"NORTHCREST TRAILER CITY","WBT","Ground",-349597.4846,425893.805299999,TRUE
"1492",1492,"0800555",775,"GASQUET C.S.D.","WBT","Surface",-330590.613600001,432375.371400001,TRUE
"1493",1493,"0800557",96,"HUNTER VALLEY CSD","WBT","Ground",-337864.955399999,402505.645099999,TRUE
"1494",1494,"0800603",67,"BUTTE COURT MOBILE HOME PARK","WBT","Ground",-350190.909700001,424230.626700001,TRUE
"1495",1495,"0800605",112,"WEST PARK PROPERTIES","WBT","Ground",-349330.0923,425898.407199999,TRUE
"1496",1496,"0800652",170,"SHANGRI-LA TRAILER COURT","WBT","Ground",-349144.4202,424484.2042,TRUE
"1497",1497,"0800700",120,"LAS PALMAS MOBILE HOME PARK","WBT","Ground",-349444.6185,425594.6446,TRUE
"1498",1498,"0800800",100,"PINE GROVE TRAILER PARK","WBT","Ground",-349411.7421,426395.8892,TRUE
"1499",1499,"0800861",50,"RESERVATION RANCH","WBT","Ground",-346139.952,441303.663000001,TRUE
"1500",1500,"0810001",14000,"CITY OF CRESCENT CITY","WBT","Ground",-344573.218,438840.813200001,TRUE
"1501",1501,"0810002",2568,"SMITH RIVER C.S.D.","WBT","Ground",-346962.795700001,444387.651799999,TRUE
"1502",1502,"0900102",100,"GOLD BEACH PARK","WBT","Both",-73595.2503999993,61095.0252999999,TRUE
"1503",1503,"0900404",75,"OAKLANE MOBILE HOME PARK","WBT","Ground",-82274.6653999984,72505.4686999992,TRUE
"1504",1504,"0900422",100,"CRYSTAL CAVES MHP","WBT","Ground",-57271.3170999996,64132.7025000006,TRUE
"1505",1505,"0900655",50,"ROCKWATER APTS.","WBT","Ground",-958.590100001544,100269.5441,TRUE
"1506",1506,"0910001",112000,"EL DORADO ID - MAIN","WBT","Both",-65633.4987000003,80492.2105999999,TRUE
"1507",1507,"0910002",29500,"SOUTH TAHOE PUD - MAIN","WBT","Both",2994.0353000015,94795.0047999993,TRUE
"1508",1508,"0910006",1300,"GRIZZLY FLATS COMMUNITY SERVIC","WBT","Both",-46518.2974999994,68998.7854999993,TRUE
"1509",1509,"0910007",250,"LUKINS BROTHERS WATER COMPANY","WBT","Ground",-905.391800001264,100726.938100001,TRUE
"1510",1510,"0910013",9261,"GEORGETOWN DIVIDE PUD","WBT","Surface",-78331.1381999999,95834.7520000003,TRUE
"1511",1511,"0910015",1200,"TAHOE KEYS WATER COMPANY","WBT","Ground",-433.535199999809,101945.478399999,TRUE
"1512",1512,"0910018",497,"EL DORADO ID - OUTINGDALE","WBT","Surface",-62503.1937999986,67493.3900000006,TRUE
"1513",1513,"0910019",1000,"LAKESIDE PARK ASSOCIATION","WBT","Both",4569.12079999968,104713.7468,TRUE
"1514",1514,"1000001",25,"ALDER SPRINGS","WBT","Ground",53057.1537999995,-105643.7941,TRUE
"1515",1515,"1000004",84,"BELMONT WATER CORPORATION","WBT","Ground",31755.1158999987,-140968.357899999,TRUE
"1516",1516,"1000005",130,"BIG CREEK COMMUNITY SERV DIST","WBT","Surface",66556.3951999992,-89973.6788999997,TRUE
"1517",1517,"1000018",273,"EASTON ESTATES WATER COMPANY","WBT","Ground",18656.2467,-151750.341700001,TRUE
"1518",1518,"1000019",130,"FCSA #30/EL PORVENIR","WBT","Both",-34960.7168999985,-168149.885199999,TRUE
"1519",1519,"1000021",355,"FCSA #5/WILDWOOD ISLAND","WBT","Ground",47988.4228000008,-141696.048900001,TRUE
"1520",1520,"1000023",110,"FCSA #14/BELMONT MANOR","WBT","Ground",32485.6898999996,-140876.9564,TRUE
"1521",1521,"1000039",150,"FCSA #10/CUMORAH KNOLLS","WBT","Ground",38907.3018000014,-133607.447899999,TRUE
"1522",1522,"1000040",115,"FCWWD #37/MILE HIGH","WBT","Ground",52492.7853999995,-105562.5495,TRUE
"1523",1523,"1000041",150,"FCWWD #38/SKY HARBOUR","WBT","Both",31011.6493000016,-109893.8475,TRUE
"1524",1524,"1000042",160,"FCWWD #40/SHAVER SPRINGS","WBT","Ground",55618.2379000001,-107886.4495,TRUE
"1525",1525,"1000048",300,"HERNDON WATER COMPANY","WBT","Ground",7296.89409999922,-131034.860200001,TRUE
"1526",1526,"1000053",660,"LANARE COMMUNITY SERVICES DIST","WBT","Ground",6181.20670000091,-176009.5176,TRUE
"1527",1527,"1000056",85,"MEADOW LAKES CLUB","WBT","Ground",50509.3797000013,-103950.665899999,TRUE
"1528",1528,"1000057",60,"DEL ORO WATER CO - METROPOLITAN DISTRICT","WBT","Ground",12589.3354000002,-139842.0615,TRUE
"1529",1529,"1000060",11,"MUSICK MEADOWS #1","WBT","Ground",60581.0135999992,-101314.0085,TRUE
"1530",1530,"1000061",100,"MUSICK MEADOWS #2","WBT","Ground",60258.5454000011,-102709.6821,TRUE
"1531",1531,"1000063",200,"NEW AUBERRY WATER ASSOCIATION","WBT","Ground",44954.9737000018,-102671.615599999,TRUE
"1532",1532,"1000069",345,"SHAVER LAKE HEIGHTS PROP ASSN","WBT","Ground",60373.6678999998,-100732.933599999,TRUE
"1533",1533,"1000075",25,"TRACT 1199 WATER SYSTEM","WBT","Ground",34697.9061999992,-156889.707,TRUE
"1534",1534,"1000078",255,"FCWWD #42/ALLUVIAL & FANCHER","WBT","Ground",32359.2606999986,-129728.4847,TRUE
"1535",1535,"1000079",60,"BAR 20 PARTNER","WBT","Ground",-20176.8399999999,-142404.979800001,TRUE
"1536",1536,"1000161",85,"WISH-I-AH CARE CENTER","WBT","Ground",44602.6079999991,-100717.292199999,TRUE
"1537",1537,"1000175",25,"CASACA VINEYARDS","WBT","Both",-14054.7531000003,-183762.733999999,TRUE
"1538",1538,"1000186",150,"HELM SCHOOL","WBT","Ground",-8898.6297999993,-164843.0569,TRUE
"1539",1539,"1000199",46,"ALICE MANOR","WBT","Ground",32361.6931999996,-153514.479,TRUE
"1540",1540,"1000200",75,"RUBYS VALLEY CARE HOME F","WBT","Ground",18640.9996999986,-158375.4684,TRUE
"1541",1541,"1000213",100,"HARRIS FARMS/HORSE BARN","WBT","Surface",-25949.4732999988,-185856.453299999,TRUE
"1542",1542,"1000229",300,"GREEN ACRES MOBILE HOME ESTATE","WBT","Ground",12983.811999999,-137344.418099999,TRUE
"1543",1543,"1000238",75,"CAMDEN TRAILER PARK","WBT","Ground",17933.5868000016,-176093.6171,TRUE
"1544",1544,"1000244",160,"SHADY LAKES MOBILE HOME PARK","WBT","Ground",23373.9123000018,-151473.459899999,TRUE
"1545",1545,"1000247",86,"SHERWOOD FOREST MHP","WBT","Ground",49257.441300001,-141557.8006,TRUE
"1546",1546,"1000248",80,"DOUBLE L MOBILE RANCH PARK","WBT","Ground",337.891699999571,-144809.577199999,TRUE
"1547",1547,"1000254",134,"SANDY POINT MOBILE HOME PARK","WBT","Ground",47367.7925999984,-142786.756200001,TRUE
"1548",1548,"1000257",41,"MT ARARAT MOBILE HOME PARK","WBT","Ground",45372.3847999983,-103584.468699999,TRUE
"1549",1549,"1000259",70,"NEW HORIZONS MOBILE/RV PARK","WBT","Ground",13547.3170000017,-140042.744100001,TRUE
"1550",1550,"1000260",75,"SANDY CREEK VILLAGE MHP","WBT","Ground",44432.9442000017,-107999.9563,TRUE
"1551",1551,"1000265",49,"MARY LOU MOBILE HOME PARK","WBT","Ground",46110.5786000006,-105273.043,TRUE
"1552",1552,"1000267",56,"KINGS CANYON MOBILE HOME PARK","WBT","Ground",74246.1398000009,-140000.4354,TRUE
"1553",1553,"1000277",64,"ELM COURT","WBT","Ground",18816.2908999994,-148194.593499999,TRUE
"1554",1554,"1000295",120,"KINGS PARK APARTMENTS","WBT","Ground",39451.9970999993,-147370.603399999,TRUE
"1555",1555,"1000298",300,"WOODWARD BLUFFS MHP","WBT","Ground",18637.5278000012,-127060.1296,TRUE
"1556",1556,"1000299",300,"THREE PALMS MOBILEHOME PARK","WBT","Ground",14735.7421000004,-138774.9012,TRUE
"1557",1557,"1000324",59,"MANNING GARDENS CONVALESCENT","WBT","Ground",22095.9464000016,-156870.2622,TRUE
"1558",1558,"1000345",146,"PANOCHE WATER DISTRICT","WBT","Surface",-59591.6119000018,-130341.614499999,TRUE
"1559",1559,"1000359",230,"FCSA #32/CANTUA CREEK","WBT","Both",-29056.2780999988,-168251.6929,TRUE
"1560",1560,"1000366",107,"SUNNYSIDE CONVALESCENT HOSP","WBT","Ground",25209.1614000015,-146863.982100001,TRUE
"1561",1561,"1000369",139,"ZONNEVELD DAIRY","WBT","Ground",21132.7303000018,-175026.9111,TRUE
"1562",1562,"1000378",350,"SUNSET WEST COMMUNITY LLC","WBT","Ground",13366.6572000012,-137321.215,TRUE
"1563",1563,"1000405",33,"DOYALS MOBILE HOME PARK","WBT","Ground",55472.1920000017,-132899.447799999,TRUE
"1564",1564,"1000407",40,"GEORGE COX WATER SYSTEM","WBT","Ground",51649.4706999995,-158143.328600001,TRUE
"1565",1565,"1000426",200,"RIVERBEND MOBILE HOME & RV PARK","WBT","Ground",47439.9853000008,-142554.742699999,TRUE
"1566",1566,"1000430",125,"COUNTRY VIEW ALZHEIMER CENTER","WBT","Ground",10612.9050999992,-140856.502,TRUE
"1567",1567,"1000445",61,"LINDA VISTA FARMS","WBT","Ground",-4253.17559999973,-176484.976600001,TRUE
"1568",1568,"1000472",40,"PG&E HELMS SUPPORT FACILITY","WBT","Ground",87447.6350000016,-111413.999700001,TRUE
"1569",1569,"1000484",212,"FCSA #34/BRIGHTON CREST","WBT","Both",31266.3859999999,-115562.1292,TRUE
"1570",1570,"1000550",290,"FCSA #44D-MONTE VERDI","WBT","Ground",24483.3515000008,-122305.790100001,TRUE
"1571",1571,"1000551",288,"FCSA #43/RAISIN CITY","WBT","Ground",5049.55350000039,-159102.708000001,TRUE
"1572",1572,"1000554",117,"FCSA #10A-MANSIONETTE ESTATES","WBT","Ground",32049.3306000009,-130790.1742,TRUE
"1573",1573,"1000555",28,"FCSA 44C-RIVERVIEW ESTATES","WBT","Ground",24582.3759000003,-118071.7972,TRUE
"1574",1574,"1000570",330,"JUVENILE JUSTICE CAMPUS","WBT","Ground",24313.4627999999,-150821.6786,TRUE
"1575",1575,"1000585",29,"MURRIETA/HERNANDEZ FARMS","WBT","Ground",-39626.3905000016,-151082.518100001,TRUE
"1576",1576,"1009006",25,"PAPPAS & CO (COALINGA)","WBT","Surface",-23031.0384999998,-196023.0945,TRUE
"1577",1577,"1009020",100,"FIVE POINTS RANCH","WBT","Ground",-23254.0161000006,-176251.8672,TRUE
"1578",1578,"1009023",106,"BRITZ/COLUSA","WBT","Surface",-17002.3374000005,-177557.4706,TRUE
"1579",1579,"1009026",100,"WESTSIDE HOUSING & ECO. NETWORK","WBT","Surface",-13201.2133000009,-180424.7743,TRUE
"1580",1580,"1009027",300,"HARRIS FARMS CAMP C #501-523","WBT","Surface",-19171.8202,-185884.992000001,TRUE
"1581",1581,"1009028",160,"HARRIS FARMS SOUTH #101-144","WBT","Surface",-18869.3425000012,-190856.6731,TRUE
"1582",1582,"1009035",25,"PILIBOS BROTHERS RANCH (SIMONIAN FARMS)","WBT","Surface",-45684.9085999988,-148224.3939,TRUE
"1583",1583,"1009039",25,"PAPPAS & COMPANY (MENDOTA)","WBT","Surface",-39171.0665999986,-143963.2173,TRUE
"1584",1584,"1009051",50,"HOULDING FARMS","WBT","Both",-28163.3035000004,-168182.654300001,TRUE
"1585",1585,"1009078",160,"HARRIS FEEDING COMPANY","WBT","Surface",-23806.1897,-190549.727499999,TRUE
"1586",1586,"1009111",126,"SCE/BIG CREEK POWERHOUSE #1","WBT","Surface",66948.8033000007,-90034.7857000008,TRUE
"1587",1587,"1009120",80,"RAU DAIRY","WBT","Ground",2855.86769999936,-156963.300799999,TRUE
"1588",1588,"1009147",100,"FARMING D","WBT","Surface",-9056.88060000166,-182738.4508,TRUE
"1589",1589,"1009172",70,"VAQUERO FARMS","WBT","Surface",-50663.4902000017,-142227.2996,TRUE
"1590",1590,"1009179",150,"BRITZ/FIVE POINT SYSTEM","WBT","Surface",-9104.66580000147,-176631.0901,TRUE
"1591",1591,"1009214",25,"WESTSIDE HARVESTING","WBT","Surface",-35055.7749000005,-171312.217,TRUE
"1592",1592,"1009222",40,"TERRA LINDA FARMS","WBT","Surface",-9348.54419999942,-189298.581499999,TRUE
"1593",1593,"1009232",42,"PECK RANCH","WBT","Surface",-35148.6383999996,-161690.4334,TRUE
"1594",1594,"1009258",40,"SAN ANDREAS FARMS","WBT","Surface",-22252.6620999984,-171348.179400001,TRUE
"1595",1595,"1009281",50,"HAMMONDS RANCH","WBT","Surface",-57574.6614000015,-136643.6666,TRUE
"1596",1596,"1010001",8866,"BAKMAN WATER COMPANY","WBT","Ground",25970.9463,-141127.7267,TRUE
"1597",1597,"1010003",102499,"CLOVIS, CITY OF","WBT","Both",27924.0998999998,-132296.5242,TRUE
"1598",1598,"1010004",13380,"COALINGA-CITY","WBT","Surface",-28130.9004999995,-207249.0123,TRUE
"1599",1599,"1010005",7549,"FIREBAUGH CITY","WBT","Ground",-40418.5650000013,-128566.451099999,TRUE
"1600",1600,"1010006",5764,"FOWLER, CITY OF","WBT","Ground",28957.9523999989,-154473.190099999,TRUE
"1601",1601,"1010007",516204,"FRESNO, CITY OF","WBT","Both",18501.3812000006,-141019.361300001,TRUE
"1602",1602,"1010013",403,"HUME LAKE CHRISTIAN CAMPS, INC","WBT","Both",96226.2226999998,-136129.3169,TRUE
"1603",1603,"1010017",2165,"FRESNO CO WATERWORKS DIST 41","WBT","Ground",60017.0007999986,-103608.642999999,TRUE
"1604",1604,"1010018",14068,"KERMAN, CITY OF","WBT","Ground",-5594.68120000139,-143263.8158,TRUE
"1605",1605,"1010019",11504,"KINGSBURG, CITY OF","WBT","Ground",39656.1449999996,-166128.0583,TRUE
"1606",1606,"1010020",1236,"LATON COMMUNITY SERVICES DISTRICT","WBT","Ground",28153.5951000005,-175826.927300001,TRUE
"1607",1607,"1010021",11104,"MENDOTA, CITY OF","WBT","Ground",-34031.4134999998,-139775.9212,TRUE
"1608",1608,"1010023",9780,"ORANGE COVE CITY OF","WBT","Both",60914.6451000012,-154696.225299999,TRUE
"1609",1609,"1010024",24480,"CWS - SELMA","WBT","Ground",33916.7690000013,-159689.3654,TRUE
"1610",1610,"1010025",12058,"PARLIER, CITY OF","WBT","Ground",41426.8905000016,-156008.5403,TRUE
"1611",1611,"1010026",8495,"PINEDALE COUNTY WATER DISTRICT","WBT","Ground",17768.7001999989,-130955.386499999,TRUE
"1612",1612,"1010027",24622,"REEDLEY, CITY OF","WBT","Ground",49450.4932999983,-157629.0012,TRUE
"1613",1613,"1010028",2416,"RIVERDALE PUBLIC UTILITY DISTRICT","WBT","Ground",8300.35390000045,-175909.324200001,TRUE
"1614",1614,"1010029",25664,"CITY OF SANGER","WBT","Ground",39446.7054999992,-146271.683599999,TRUE
"1615",1615,"1010030",800,"TRANQUILLITY IRRIGATION DIST","WBT","Ground",-23672.9811999984,-153723.2996,TRUE
"1616",1616,"1010034",4060,"SAN JOAQUIN, CITY OF","WBT","Ground",-16857.9397,-156515.5855,TRUE
"1617",1617,"1010035",1500,"DEL REY COMMUNITY SERV DIST","WBT","Ground",36055.9138000011,-150967.843,TRUE
"1618",1618,"1010039",2103,"CARUTHERS COMM SERV DIST","WBT","Ground",14618.7043000013,-164158.194700001,TRUE
"1619",1619,"1010042",1200,"MALAGA COUNTY WATER DISTRICT","WBT","Ground",24280.2155999988,-148383.890699999,TRUE
"1620",1620,"1010044",7306,"HURON, CITY OF","WBT","Surface",-8802.91270000115,-201552.245300001,TRUE
"1621",1621,"1010049",1200,"BIOLA COMMUNITY SERVICES DIST","WBT","Ground",-1747.75829999894,-134761.821900001,TRUE
"1622",1622,"1010051",860,"FRESNO CO WATER WORKS DIST 18","WBT","Surface",25290.1948999986,-114669.397299999,TRUE
"1623",1623,"1010052",875,"SIERRA CEDARS CSD","WBT","Ground",61286.2324000001,-104022.420299999,TRUE
